timestamp,machine_id,machine_type,temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,error_rate,downtime,maintenance_flag,efficiency_score,production_status
2025-03-10 08:00:00,M003,Welder,78.30287890499571,2.043750941064616,23.059855498503904,5.088075725682053,20.01102601237955,118.1465104239191,0.8832458953712125,0,0,11.67541046287876,0
2025-03-10 08:01:00,M004,Conveyor,80.87707570955077,2.1755898309549013,16.012813992137104,5.412955759250559,18.375739206697485,123.06205826457688,0.7770729421913675,38,0,3.2927057808632583,0
2025-03-10 08:02:00,M001,Drill,71.3154179104207,2.154465078822912,15.759164162127222,5.769405395041382,17.11210668111877,122.75406417591752,0.7573741760390094,37,0,5.762582396099063,0
2025-03-10 08:03:00,M003,Conveyor,76.4961977103765,2.2459775757905702,16.490267606856158,4.61878381465406,21.09068372222824,118.9902696562349,0.796480892485538,39,0,0.8519107514461979,0
2025-03-10 08:04:00,M003,CNC,73.61220201721575,2.0973020630044603,18.06428629392912,5.4312501583179085,20.868592359042005,113.74987172206198,0.8133609826593059,0,0,18.66390173406941,0
2025-03-10 08:05:00,M004,Drill,86.82031656468818,7.222654796660699,20.04057209028145,4.965513160797019,20.700636415990363,121.52850595374888,1.0,0,1,0.0,0
2025-03-10 08:06:00,M001,Welder,91.70081258273456,7.427526872011623,27.746653275283123,4.94813077918856,21.954392632918715,122.75718269087773,1.0,0,1,0.0,0
2025-03-10 08:07:00,M001,CNC,70.50532244303739,1.5927447380474196,21.387094266827344,4.385387723847185,19.00245216454412,123.629105740194,0.7808862445040687,0,0,21.91137554959313,0
2025-03-10 08:08:00,M003,CNC,75.77748575959555,1.729798585246256,18.302814781249555,4.886084236193842,17.853328785843118,121.74646386177103,0.7187556669933683,0,0,28.12443330066317,0
2025-03-10 08:09:00,M002,Welder,76.42137963729711,1.7107399785730266,17.414629082049448,4.601094016812634,19.894955334787934,118.64442425819044,0.7174814762483823,0,0,28.25185237516177,0
2025-03-10 08:10:00,M003,Welder,78.27769244370783,2.3240168177417933,16.763679102632747,4.814458228197622,19.478749550441133,124.9700101975314,0.8461621568787393,0,0,15.383784312126068,0
2025-03-10 08:11:00,M003,Conveyor,86.60067370881524,6.947796744860119,28.25262084160412,4.56072544648874,18.73655642484489,120.3292424878296,1.0,0,1,0.0,0
2025-03-10 08:12:00,M003,Drill,75.94855178118006,2.1461915711134987,16.348334453523904,4.820436645074797,19.880226269768308,117.6753849281764,0.7695828713795183,38,0,4.041712862048172,0
2025-03-10 08:13:00,M003,Welder,73.85148780729135,2.321578959563539,21.69279184119849,4.837555857190639,19.082592280693124,119.0967330897714,0.9047963054206848,45,0,0.0,0
2025-03-10 08:14:00,M004,Welder,75.83584768018102,1.7362151652764035,21.866719495428715,5.03870196737552,17.245992074964754,111.27015483762509,0.8112334969386757,0,0,18.87665030613242,0
2025-03-10 08:15:00,M001,Drill,74.00092337684245,2.1045785359582942,18.51350159732357,4.354100055083467,19.33823496380936,119.08879087910732,0.8251678623416966,41,0,0.0,0
2025-03-10 08:16:00,M004,Welder,76.89724921979182,1.9624476714850507,17.97696982384671,4.421792740901871,18.29543724994421,123.44218259937334,0.7549178903770998,0,0,24.508210962290025,0
2025-03-10 08:17:00,M004,Welder,73.92573588898175,2.254064631165474,20.06131961648312,5.14476570829221,20.347472107416383,121.69891511069616,0.8555535395947848,0,0,14.44464604052152,0
2025-03-10 08:18:00,M004,Conveyor,76.1679014257082,1.9654327302343408,20.18959700445465,4.68102475317196,19.015947862639017,127.60332086490592,0.8403599457734064,0,0,15.964005422659357,0
2025-03-10 08:19:00,M003,CNC,74.95084514983567,1.884517133476976,16.388016537881168,5.429811916091973,21.667447211211577,118.68512542992148,0.7274754148813939,36,0,9.25245851186061,0
2025-03-10 08:20:00,M002,CNC,78.41881769009609,2.162272555568297,16.946889733726596,5.090107888806019,22.4057991009018,122.43656581526658,0.7945398857701237,0,0,20.546011422987632,0
2025-03-10 08:21:00,M001,CNC,74.88851911390311,2.26285075015737,15.35530513063341,5.242704860082563,21.01907205951786,123.96370088152888,0.8069052723920479,0,0,19.309472760795217,0
2025-03-10 08:22:00,M002,CNC,69.7256362269369,1.7994964415459596,18.81812987666812,5.564276928168358,17.67346072702502,131.71428504143705,0.7522723663558009,37,0,6.272763364419916,0
2025-03-10 08:23:00,M004,Welder,78.8325314805885,1.9816772985942872,19.33325576691378,4.876115675277371,22.25779399831856,120.7238274555882,0.8278517574087725,0,0,17.21482425912275,0
2025-03-10 08:24:00,M004,Drill,72.33160342274765,1.682467809907504,15.300148724277454,4.77020531783349,22.363580675560648,114.77906410567988,0.691209273695863,34,0,13.879072630413702,0
2025-03-10 08:25:00,M002,Drill,73.08953465627802,1.2505816947521182,17.089602190367682,5.348681034239525,20.02818576696191,124.2396437667764,0.6039930926402988,0,0,39.600690735970126,0
2025-03-10 08:26:00,M002,Conveyor,73.26588313698299,2.060137889424119,15.305492164837302,5.203805425571875,21.984389240503297,129.32863677984227,0.743839363642197,37,0,7.116063635780293,0
2025-03-10 08:27:00,M002,Conveyor,79.1782146455149,2.1826716068763896,16.202400379512326,4.92506787607148,19.172487292929983,118.38725644886688,0.7873001366105374,0,0,21.269986338946254,0
2025-03-10 08:28:00,M004,Welder,68.64991107095534,2.0786200427260177,19.1020341204526,5.556583186782377,17.200631097725616,124.20540769303209,0.8410730965438586,42,0,0.0,0
2025-03-10 08:29:00,M004,Drill,68.64991107095534,1.4151314846736898,16.53303586664344,4.915102276064028,18.85957334206761,126.1436402761446,0.6288824210866978,31,0,21.61175789133022,0
2025-03-10 08:30:00,M001,Drill,68.64991107095534,1.8947451709770573,17.398348087935403,5.013109455022312,22.593951299067136,125.08532771985077,0.7668181181217903,38,0,4.318188187820965,0
2025-03-10 08:31:00,M001,CNC,75.73275049594584,1.3344956719846757,14.745376544105367,5.008489060333703,17.76338011458279,120.62779261236788,0.6103570348429431,0,0,38.96429651570569,0
2025-03-10 08:32:00,M004,Welder,74.90038509859848,2.410910332296256,18.373980419449328,4.626162442040611,19.999281922897243,116.50763120893428,0.8916785074854526,44,0,0.0,0
2025-03-10 08:33:00,M002,Welder,75.92376267190929,1.674183625364574,17.911453360310702,5.031034155794557,20.05121584001032,119.59360225993208,0.7385228064519648,36,0,8.147719354803527,0
2025-03-10 08:34:00,M002,CNC,76.63250107936331,2.376621082837969,16.542081499933676,5.558704070959396,19.230538634048283,122.29300226938815,0.8415835685234158,0,0,15.84164314765843,0
2025-03-10 08:35:00,M001,Welder,77.00681389896444,2.283760893105244,17.62197140463505,5.17798732615047,19.33471760024433,124.54111262045863,0.8543893947276083,42,0,0.0,0
2025-03-10 08:36:00,M004,Welder,76.7400138860136,1.7298228942391816,18.36058976100689,5.012425370559573,20.108373701354303,121.6697252399952,0.7214189058355904,0,0,27.85810941644096,0
